"address","mtgroup","lat","long","mtlocation","wheelchair","mtday","mtstart","mtend","mttype","mtspin","mtzone"
"20 CARDINAL HAYES PL New York NY ","A DESIGN FOR LIVING","40.7132514","-74.002398","St Andrews Church",false,"Thursday","7:00 AM","8:00 AM","OD","null",1
"20 CARDINAL HAYES PL New York NY ","A DESIGN FOR LIVING","40.7132514","-74.002398","St Andrews Church",false,"Tuesday","7:00 AM","8:00 AM","B","null",1
"20 CARDINAL HAYES PL New York NY ","CHAMBERS STREET","40.7132514","-74.002398","St. Andrew''s Church",false,"Monday","12:15 PM","1:15 PM","OD","null",1
"20 CARDINAL HAYES PL New York NY ","CHAMBERS STREET","40.7132514","-74.002398","St. Andrew''s Church",false,"Wednesday","12:15 PM","1:15 PM","S","null",1
"20 CARDINAL HAYES PL New York NY ","CHAMBERS STREET","40.7132514","-74.002398","St. Andrew''s Church",false,"Thursday","12:15 PM","1:15 PM","B","null",1
"20 CARDINAL HAYES PL New York NY ","CHAMBERS STREET","40.7132514","-74.002398","St. Andrew''s Church",false,"Friday","12:15 PM","1:15 PM","BB","null",1
"29 MOTT ST New York NY ","CHINATOWN","40.7147965","-73.9990363","Church of the Transfiguration",false,"Tuesday","6:30 PM","7:30 PM","C","null",1
"49 FULTON ST New York NY ","DOWNTOWN","40.7080393","-74.0042361","St. Margaret''s Residence",true,"Monday","7:00 PM","8:00 PM","OD","null",1
"44 JOHN ST New York NY ","EXCHANGE VIEWS @ JOHN STREET CHURCH","40.7091732","-74.0080677",,false,"Monday","12:15 PM","1:15 PM","OD","null",1
"44 JOHN ST New York NY ","EXCHANGE VIEWS @ JOHN STREET CHURCH","40.7091732","-74.0080677",,false,"Tuesday","12:15 PM","1:15 PM","S","null",1
"44 JOHN ST New York NY ","EXCHANGE VIEWS @ JOHN STREET CHURCH","40.7091732","-74.0080677",,false,"Thursday","12:15 PM","1:15 PM","OD","null",1
"44 JOHN ST New York NY ","EXCHANGE VIEWS @ JOHN STREET CHURCH","40.7091732","-74.0080677",,false,"Monday","1:30 PM","2:30 PM","B","Living Sober",1
"44 JOHN ST New York NY ","EXCHANGE VIEWS @ JOHN STREET CHURCH","40.7091732","-74.0080677",,false,"Thursday","1:30 PM","2:30 PM","S","null",1
"49 FULTON ST New York NY ","EXCHANGE VIEWS @ ST. MARGARET''S HOUSE","40.7080393","-74.0042361",,true,"Monday","6:30 AM","7:30 AM","C","Topic",1
"49 FULTON ST New York NY ","EXCHANGE VIEWS @ ST. MARGARET''S HOUSE","40.7080393","-74.0042361",,true,"Tuesday","6:30 AM","7:30 AM","C","null",1
"49 FULTON ST New York NY ","EXCHANGE VIEWS @ ST. MARGARET''S HOUSE","40.7080393","-74.0042361",,true,"Wednesday","6:30 AM","7:30 AM","C","Topic",1
"49 FULTON ST New York NY ","EXCHANGE VIEWS @ ST. MARGARET''S HOUSE","40.7080393","-74.0042361",,true,"Thursday","6:30 AM","7:30 AM","S","null",1
"49 FULTON ST New York NY ","EXCHANGE VIEWS @ ST. MARGARET''S HOUSE","40.7080393","-74.0042361",,true,"Friday","6:30 AM","7:30 AM","BB","null",1
"49 FULTON ST New York NY ","EXCHANGE VIEWS @ ST. MARGARET''S HOUSE","40.7080393","-74.0042361",,true,"Monday","7:30 AM","8:30 AM","S","null",1
"49 FULTON ST New York NY ","EXCHANGE VIEWS @ ST. MARGARET''S HOUSE","40.7080393","-74.0042361",,true,"Tuesday","7:30 AM","8:30 AM","OD","null",1
"49 FULTON ST New York NY ","EXCHANGE VIEWS @ ST. MARGARET''S HOUSE","40.7080393","-74.0042361",,true,"Wednesday","7:30 AM","8:30 AM","OD","null",1
"49 FULTON ST New York NY ","EXCHANGE VIEWS @ ST. MARGARET''S HOUSE","40.7080393","-74.0042361",,true,"Thursday","7:30 AM","8:30 AM","OD","null",1
"49 FULTON ST New York NY ","EXCHANGE VIEWS @ ST. MARGARET''S HOUSE","40.7080393","-74.0042361",,true,"Friday","7:30 AM","8:30 AM","B","null",1
"49 FULTON ST New York NY ","EXCHANGE VIEWS @ ST. MARGARET''S HOUSE","40.7080393","-74.0042361",,true,"Sunday","7:45 AM","8:45 AM","null","null",1
"49 FULTON ST New York NY ","EXCHANGE VIEWS @ ST. MARGARET''S HOUSE","40.7080393","-74.0042361",,true,"Saturday","7:45 AM","8:45 AM","null","null",1
"49 FULTON ST New York NY ","EXCHANGE VIEWS @ ST. MARGARET''S HOUSE","40.7080393","-74.0042361",,true,"Friday","5:30 PM","6:30 PM","B","null",1
"20 CARDINAL HAYES PL New York NY ","FRIDAY DOWNTOWN","40.7132514","-74.002398","St. Andrew''s Church",true,"Friday","6:00 PM","7:00 PM","OD","null",1
"22 BARCLAY ST New York NY ","GATEWAY","40.7125016","-74.0094639","St. Peter''s Church",false,"Sunday","6:00 PM","7:00 PM","BB","null",1
"20 CARDINAL HAYES PL New York NY ","PASSING THE BAR","40.7132514","-74.002398","St. Andrew''s Church",true,"Monday","1:15 PM","2:15 PM","B","null",1
"20 CARDINAL HAYES PL New York NY ","PASSING THE BAR","40.7132514","-74.002398","St. Andrew''s Church",true,"Tuesday","1:15 PM","2:15 PM","C","null",1
"20 CARDINAL HAYES PL New York NY ","PASSING THE BAR","40.7132514","-74.002398","St. Andrew''s Church",true,"Wednesday","1:15 PM","2:15 PM","C","Promises",1
"20 CARDINAL HAYES PL New York NY ","PASSING THE BAR","40.7132514","-74.002398","St. Andrew''s Church",true,"Thursday","1:15 PM","2:15 PM","S","null",1
"20 CARDINAL HAYES PL New York NY ","PASSING THE BAR","40.7132514","-74.002398","St. Andrew''s Church",true,"Friday","1:15 PM","2:15 PM","BB","null",1
"22 BARCLAY ST New York NY ","S.O.B.E.R.","40.7125016","-74.0094639","Saint Peter''s Church",false,"Thursday","7:30 PM","8:45 PM","OD","null",1
"283 W BROADWAY New York NY ","SANE AND SOBER","40.7208165","-74.0048523","Hazelden Tribeca",true,"Wednesday","7:00 PM","8:00 PM","C","Mental Health Issues in Sobriety",1
"125 BARCLAY ST New York NY ","SATURDAY AFTERNOON DISCUSSION","40.7143477","-74.0130151","Municipal Union Bldg DC 37",false,"Saturday","2:00 PM","3:15 PM","OD","null",1
"49 FULTON ST New York NY ","SEAMEN''S GROUP","40.7080393","-74.0042361","St. Margaret''s House",true,"Tuesday","6:00 PM","7:00 PM","S","null",1
"49 FULTON ST New York NY ","SEAPORT","40.7080393","-74.0042361","St. Margaret''s House",true,"Thursday","12:15 PM","1:15 PM","C","null",1
"49 FULTON ST New York NY ","SEAPORT","40.7080393","-74.0042361","St. Margaret''s House",true,"Friday","12:15 PM","1:15 PM","S","null",1
"49 FULTON ST New York NY ","SEAPORT","40.7080393","-74.0042361","St. Margaret''s House",true,"Monday","12:15 PM","1:15 PM","S","Meditation",1
"49 FULTON ST New York NY ","SEAPORT","40.7080393","-74.0042361","St. Margaret''s House",true,"Wednesday","12:15 PM","1:15 PM","BB","null",1
"49 FULTON ST New York NY ","SEAPORT","40.7080393","-74.0042361","St. Margaret''s House",true,"Tuesday","12:15 PM","1:15 PM","B","null",1
"20 CARDINAL HAYES PL New York NY ","TOWER","40.7132514","-74.002398","Church of Saint Andrew",false,"Wednesday","5:30 PM","6:30 PM","OD","null",1
"283 W BROADWAY New York NY ","TRIANGLE GROUP","40.7208165","-74.0048523","Tribeca 12 Building",true,"Sunday","11:00 AM","12:00 PM","C","Meditation",1
"283 W BROADWAY New York NY ","TRIANGLE GROUP","40.7208165","-74.0048523","Tribeca 12 Building",true,"Friday","12:30 PM","1:30 PM","BB","null",1
"283 W BROADWAY New York NY ","TRIANGLE GROUP","40.7208165","-74.0048523","Tribeca 12 Building",true,"Monday","6:30 PM","7:30 PM","C","null",1
"283 W BROADWAY New York NY ","TRIANGLE GROUP","40.7208165","-74.0048523","Tribeca 12 Building",true,"Thursday","6:30 PM","7:30 PM","C","null",1
"49 FULTON ST New York NY ","TRIBECA GROUP @ ST. MARGARET''S HOUSE","40.7080393","-74.0042361",,true,"Friday","7:30 PM","8:30 PM","S","null",1
"49 FULTON ST New York NY ","TRIBECA GROUP @ ST. MARGARET''S HOUSE","40.7080393","-74.0042361",,true,"Saturday","7:30 PM","8:30 PM","OD","null",1
"49 FULTON ST New York NY ","TRIBECA GROUP @ ST. MARGARET''S HOUSE","40.7080393","-74.0042361",,true,"Tuesday","7:30 PM","8:30 PM","BB","null",1
"49 FULTON ST New York NY ","TRIBECA GROUP @ ST. MARGARET''S HOUSE","40.7080393","-74.0042361",,true,"Thursday","7:30 PM","8:30 PM","B","null",1
"22 BARCLAY ST New York NY ","TRIBECA GROUP @ ST. PETER''S CHURCH","40.7125016","-74.0094639","St. Peter''s Church",false,"Monday","7:45 PM","8:45 PM","S","null",1
"22 BARCLAY ST New York NY ","TRIBECA GROUP @ ST. PETER''S CHURCH","40.7125016","-74.0094639","St. Peter''s Church",false,"Wednesday","8:00 PM","9:00 PM","OD","null",1
"20 CARDINAL HAYES PL New York NY ","WOMEN''S DOWNTOWN AA STEP MEETING","40.7132514","-74.002398","St. Andrew''s Church",false,"Wednesday","1:15 PM","2:15 PM","S","null",1
"283 W BROADWAY New York NY ","YOUNG PEOPLE''S DIVERSITY","40.7208165","-74.0048523","Hazelden Center",false,"Wednesday","8:30 PM","9:30 PM","C","Gay, Lesbian and Bisexual",1
"283 W BROADWAY New York NY ","YOUNG PEOPLE''S STEP","40.7208165","-74.0048523","Hazelden Center",true,"Tuesday","7:45 PM","8:45 PM","C","Young People",1
"283 W BROADWAY New York NY ","YOUTH ENJOYING SOBRIETY (Y.E.S.)","40.7208165","-74.0048523","Hazelden Center",true,"Saturday","7:00 PM","8:15 PM","B","Young People",1
"273 BOWERY New York NY ","A.A. ON THE BOWERY","40.7236736","-73.9924832","University Settlement",true,"Friday","6:00 PM","7:00 PM","C","null",2
"232 W 11TH ST New York NY ","AFTER FIVE","40.736193","-74.0028632","Manhattan Seventh-Day Adventist Church",false,"Thursday","6:15 PM","7:15 PM","S","null",2
"283 W BROADWAY New York NY ","AFTERNOON DELIGHT","40.7208165","-74.0048523","Hazelden Center",true,"Saturday","12:00 PM","1:00 PM","C","null",2
"232 W 11TH ST New York NY ","ARTISTS IN RECOVERY (A.R.T.)","40.736193","-74.0028632","Seventh Day Adventist Church",false,"Sunday","6:30 PM","7:45 PM","B","null",2
"220 W HOUSTON ST New York NY ","BAGELS AND BIG BOOK","40.7286385","-74.0045871",,false,"Sunday","10:30 AM","12:00 PM","OD","null",2
"253 CENTER ST New York NY ","CENTER MEETING","40.7206323","-73.9979756","Golden Bridge Yoga Center",false,"Monday","5:15 PM","6:15 PM","OD","Meditation at Meeting",2
"273 BOWERY New York NY ","EAST VILLAGE SOBER AGNOSTICS","40.7236736","-73.9924832","University Settlement (The Chinatown YMCA)",true,"Friday","6:45 PM","8:00 PM","OD","Agnostic",2
"487 HUDSON ST New York NY ","GREENWICH VILLAGE","40.7325884","-74.0066592","St. Luke''s Episcopal School",false,"Monday","7:15 PM","8:15 PM","B","null",2
"487 HUDSON ST New York NY ","GREENWICH VILLAGE","40.7325884","-74.0066592","St. Luke''s Episcopal School",false,"Tuesday","7:15 PM","8:15 PM","BB","null",2
"487 HUDSON ST New York NY ","GREENWICH VILLAGE","40.7325884","-74.0066592","St. Luke''s Episcopal School",false,"Wednesday","7:15 PM","8:15 PM","OD","null",2
"487 HUDSON ST New York NY ","GREENWICH VILLAGE","40.7325884","-74.0066592","St. Luke''s Episcopal School",false,"Friday","8:00 PM","9:00 PM","S","null",2
"487 HUDSON ST New York NY ","GREENWICH VILLAGE","40.7325884","-74.0066592","St. Luke''s Episcopal School",false,"Monday","8:30 PM","9:30 PM","S","Steps 1-2-3",2
"292 HENRY ST New York NY ","GRUPO CENTRAL","40.7137143","-73.983033","St. Augustine''s Church",true,"Sunday","3:00 PM","4:00 PM","O","null",2
"292 HENRY ST New York NY ","GRUPO CENTRAL","40.7137143","-73.983033","St. Augustine''s Church",true,"Tuesday","7:30 PM","8:30 PM","C","null",2
"292 HENRY ST New York NY ","GRUPO CENTRAL","40.7137143","-73.983033","St. Augustine''s Church",true,"Friday","8:00 PM","9:00 PM","O","null",2
"232 W 11TH ST New York NY ","HAPPY, JOYOUS AND FREE","40.736193","-74.0028632","Manhattan Church of The Seventh-day Adventist",true,"Monday","7:00 PM","8:00 PM","C","Gay Men",2
"141 HENRY ST New York NY ","LOWER EAST SIDE","40.6964191","-73.9933777","Church of Saint Theresa Rectory",false,"Tuesday","7:00 PM","8:00 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Monday","12:00 AM","1:15 AM","S","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Sunday","12:00 AM","1:15 AM","S","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Wednesday","12:00 AM","1:15 AM","B","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Saturday","12:00 AM","1:15 AM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Tuesday","12:00 AM","1:15 AM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Friday","12:00 AM","1:15 AM","C","Promises",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Thursday","12:00 AM","1:15 AM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Saturday","2:00 AM","3:15 AM","OD","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Tuesday","2:00 AM","3:15 AM","OD","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Friday","2:00 AM","3:15 AM","OD","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Monday","2:00 AM","3:15 AM","OD","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Thursday","2:00 AM","3:15 AM","OD","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Sunday","2:00 AM","3:15 AM","OD","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Wednesday","2:00 AM","3:15 AM","OD","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Saturday","12:30 PM","1:30 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Tuesday","12:30 PM","1:30 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Monday","12:30 PM","1:30 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Thursday","12:30 PM","1:30 PM","S","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Wednesday","12:30 PM","1:30 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Friday","12:30 PM","1:30 PM","C","Topic",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Sunday","12:30 PM","1:30 PM","C","Meditation",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Tuesday","5:15 PM","6:15 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Friday","5:15 PM","6:15 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Thursday","5:15 PM","6:15 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Sunday","5:15 PM","6:15 PM","S","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Wednesday","5:15 PM","6:15 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Monday","5:15 PM","6:15 PM","C","Living Sober",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Wednesday","6:30 PM","7:30 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Saturday","6:30 PM","7:30 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Tuesday","6:30 PM","7:30 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Friday","6:30 PM","7:30 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Monday","6:30 PM","7:30 PM","B","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Thursday","6:30 PM","7:30 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Sunday","6:30 PM","7:30 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Sunday","8:00 PM","9:15 PM","BB","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Wednesday","8:00 PM","9:15 PM","C","Men",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Saturday","8:00 PM","9:15 PM","O","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Tuesday","8:00 PM","9:15 PM","C","Women",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Monday","8:00 PM","9:15 PM","C","Topic",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Friday","8:00 PM","9:15 PM","S","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Thursday","8:00 PM","9:15 PM","B","Under Six Months Sober",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Sunday","10:00 PM","11:15 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Wednesday","10:00 PM","11:15 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Saturday","10:00 PM","11:15 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Tuesday","10:00 PM","11:15 PM","S","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Monday","10:00 PM","11:15 PM","C","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Friday","10:00 PM","11:15 PM","B","null",2
"220 W HOUSTON ST New York NY ","MIDNITE","40.7286385","-74.0045871",,false,"Thursday","10:00 PM","11:15 PM","C","Topic",2
"83 CHRISTOPHER ST New York NY ","NEW GROUP","40.7335702","-74.0037456","St. John''s Lutheran Church",false,"Sunday","12:30 PM","1:30 PM","O","Gay, Lesbian and Bisexual",2
"83 CHRISTOPHER ST New York NY ","NEW GROUP","40.7335702","-74.0037456","St. John''s Lutheran Church",false,"Wednesday","6:30 PM","7:30 PM","B","Gay, Lesbian and Bisexual",2
"83 CHRISTOPHER ST New York NY ","NEW GROUP","40.7335702","-74.0037456","St. John''s Lutheran Church",false,"Friday","7:30 PM","8:30 PM","B","Gay, Lesbian and Bisexual",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Wednesday","7:30 AM","8:30 AM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Tuesday","7:30 AM","8:30 AM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Monday","7:30 AM","8:30 AM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Sunday","7:30 AM","8:30 AM","OD","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Saturday","7:30 AM","8:30 AM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Friday","7:30 AM","8:30 AM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Thursday","7:30 AM","8:30 AM","S","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Thursday","9:00 AM","10:00 AM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Wednesday","9:00 AM","10:00 AM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Tuesday","9:00 AM","10:00 AM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Monday","9:00 AM","10:00 AM","OD","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Sunday","9:00 AM","10:00 AM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Friday","9:00 AM","10:00 AM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Saturday","9:30 AM","10:00 AM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Friday","10:30 AM","11:30 AM","C","Women",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Sunday","11:00 AM","12:00 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Saturday","12:00 PM","1:00 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Friday","12:15 PM","1:15 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Thursday","12:15 PM","1:15 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Wednesday","12:15 PM","1:15 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Tuesday","12:15 PM","1:15 PM","S","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Monday","12:15 PM","1:15 PM","B","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Sunday","1:00 PM","2:00 PM","C","Children Welcome",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Saturday","2:30 PM","3:30 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Friday","2:30 PM","3:30 PM","OD","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Thursday","2:30 PM","3:30 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Tuesday","2:30 PM","3:30 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Monday","2:30 PM","3:30 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Wednesday","2:30 PM","3:30 PM","B","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Sunday","3:00 PM","4:30 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Monday","4:00 PM","5:00 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Saturday","4:00 PM","5:00 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Thursday","4:00 PM","5:00 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Wednesday","4:00 PM","5:00 PM","OD","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Tuesday","4:00 PM","5:00 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Friday","4:00 PM","6:00 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Thursday","5:30 PM","6:30 PM","BB","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Monday","6:00 PM","7:00 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Saturday","6:00 PM","7:00 PM","OD","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Sunday","6:00 PM","7:00 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Friday","6:00 PM","7:00 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Wednesday","6:00 PM","7:00 PM","S","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Tuesday","6:00 PM","7:00 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Thursday","7:00 PM","8:00 PM","B","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Tuesday","8:30 PM","9:30 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Monday","8:30 PM","9:30 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Saturday","8:30 PM","9:30 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Sunday","8:30 PM","9:30 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Thursday","8:30 PM","9:30 PM","OD","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Friday","8:30 PM","10:30 PM","S","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Wednesday","8:30 PM","9:30 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Tuesday","10:15 PM","11:15 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Monday","10:15 PM","11:15 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Thursday","10:15 PM","11:15 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Wednesday","10:15 PM","11:15 PM","BB","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Sunday","10:30 PM","11:30 PM","C","null",2
"50 PERRY ST New York NY ","PERRY STREET WORKSHOP","40.7354854","-74.0031569",,false,"Saturday","11:00 PM","12:00 AM","C","null",2
